GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS696869676	2020-06-19 13:36:02	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			10				Argentina	AR	Salta	AR-A	Anta	AR-A-AN					Joaquin V. Gonzalez	L8330685	P	-25.1111646	-64.0937012	2016-11-03	07:00:00	obsr924388	S51549401	Traveling	P22	EBIRD_ARG	180	10.000		6	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS444907804	2018-09-27 18:29:07	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			4				Argentina	AR	Salta	AR-A	Anta	AR-A-AN					RP 5-Rio del Valle	L1670971	P	-24.9012734	-64.4152248	2016-11-16	10:00:00	obsr90354	S32682551	Stationary	P21	EBIRD	60			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS450917766	2019-04-16 10:15:05	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Salta	AR-A	Anta	AR-A-AN					Joaquín V. González	L847524	H	-25.1272576	-64.1168976	2016-12-21	19:24:00	obsr121883	S33159887	Traveling	P22	EBIRD	45	10.000		2	1	G2092742	0	1	0		-25.122791,-64.124718, road into Joaquin V. González		
URN:CornellLabOfOrnithology:EBIRD:OBS450844639	2018-09-27 18:30:26	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Salta	AR-A	Anta	AR-A-AN					-25.1228x-64.1247 - Dec 21, 2016, 8:41 PM	L5170145	P	-25.1227910	-64.1247180	2016-12-21	19:24:00	obsr277578	S33154382	Traveling	P22	EBIRD	45	10.000		2	1	G2092742	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1069876625	2021-03-31 05:45:27.022989	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			X				Argentina	AR	Salta	AR-A	Anta	AR-A-AN					Las Lajitas	L13544998	P	-24.7193280	-64.1921749	2017-11-17	08:00:00	obsr265914	S80776594	Historical	P62	EBIRD	600	30.000		6	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS547344221	2018-09-27 18:30:47	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Salta	AR-A	Anta	AR-A-AN					Salta Forestal	L6445716	P	-24.6289100	-63.1919400	2017-11-03	11:30:00	obsr692488	S40340166	Traveling	P22	EBIRD_ARG	30	0.500		1	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS688104260	2020-08-09 19:34:04	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			6				Argentina	AR	Salta	AR-A	Anta	AR-A-AN					PN El Rey (AICA SA08)	L4815195	H	-24.7000000	-64.6333330	2018-10-19	09:00:00	obsr553295	S50838470	Traveling	P22	EBIRD	300	8.000		12	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS670059367	2018-10-24 22:49:27	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Salta	AR-A	Anta	AR-A-AN					Reserva Nacional Pizarro. Lote 3	L8068062	P	-24.1659770	-64.0052780	2018-10-06	15:00:00	obsr1176941	S49432328	Traveling	P22	EBIRD	180	9.656		7	1	G3507322	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS664922015	2018-10-09 09:24:16	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Salta	AR-A	Anta	AR-A-AN					Pizarro. Reserva. Lote 3	L8011624	P	-24.2236143	-63.9867441	2018-10-06	18:24:00	obsr816684	S49059876	Traveling	P22	EBIRD	180	9.656		7	1	G3507322	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS667175907	2018-10-15 21:26:35	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Salta	AR-A	Anta	AR-A-AN					Pizarro. Reserva. Lote 3	L8011624	P	-24.2236143	-63.9867441	2018-10-06	18:24:00	obsr1080813	S49222634	Traveling	P22	EBIRD	180	9.656		7	1	G3507322	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS665088363	2018-10-09 09:24:16	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Salta	AR-A	Anta	AR-A-AN					Pizarro. Reserva. Lote 3	L8011624	P	-24.2236143	-63.9867441	2018-10-06	18:24:00	obsr521859	S49071556	Traveling	P22	EBIRD	180	9.656		7	1	G3507322	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS691355127	2020-06-20 22:08:36	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			10				Argentina	AR	Salta	AR-A	Anta	AR-A-AN					Joaquin V. Gonzalez	L8330685	P	-25.1111646	-64.0937012	2018-10-27	07:00:00	obsr924388	S51102216	Traveling	P22	EBIRD_ARG	300	8.000		5	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS664933816	2018-10-24 12:06:34	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Salta	AR-A	Anta	AR-A-AN					Reserva Nacional Pizarro. Lote 3	L8068062	P	-24.1659770	-64.0052780	2018-10-06	15:00:00	obsr435260	S49060769	Traveling	P22	EBIRD	180	9.656		7	1	G3507322	0	1	0		Observadores: Alejandro Sandoval, Rodrigo Blanco, Alejandro Espeche & Patricia Segovia, Abraham Rojas, Raúl Sánchez y Ana Laura Sureda		
URN:CornellLabOfOrnithology:EBIRD:OBS687261308	2021-03-31 05:45:27.022989	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			12				Argentina	AR	Salta	AR-A	Anta	AR-A-AN					Joaquín V. González	L847524	H	-25.1272576	-64.1168976	2018-11-01	06:00:00	obsr553295	S50776942	Traveling	P22	EBIRD	240	8.000		8	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS697276271	2021-03-31 05:45:27.022989	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			16				Argentina	AR	Salta	AR-A	Anta	AR-A-AN					Joaquín V. González	L847524	H	-25.1272576	-64.1168976	2019-01-11	06:00:00	obsr220662	S51586824	Traveling	P22	EBIRD	720	28.000		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS819551301	2019-10-22 17:59:06	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			25				Argentina	AR	Salta	AR-A	Anta	AR-A-AN					RN Pizarro: Sendero supervivientes del Monte Chaqueño, 380 m	L10063926	P	-24.1720000	-64.0060000	2019-10-19	14:00:00	obsr435260	S60831829	Traveling	P22	EBIRD	240	5.000		3	1	G4605362	0	1	0		Ana Laura Sureda, Javier Cardozo, Niels Kaare Krabbe		
URN:CornellLabOfOrnithology:EBIRD:OBS819533895	2019-10-22 17:59:06	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			25				Argentina	AR	Salta	AR-A	Anta	AR-A-AN					RN Pizarro: Sendero supervivientes del Monte Chaqueño, 380 m	L10063926	P	-24.1720000	-64.0060000	2019-10-19	14:00:00	obsr665391	S60830611	Traveling	P22	EBIRD	240	5.000		3	1	G4605362	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS819542536	2019-10-22 17:59:06	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			25				Argentina	AR	Salta	AR-A	Anta	AR-A-AN					RN Pizarro: Sendero supervivientes del Monte Chaqueño, 380 m	L10063926	P	-24.1720000	-64.0060000	2019-10-19	14:00:00	obsr1468783	S60831209	Traveling	P22	EBIRD	240	5.000		3	1	G4605362	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS819728199	2019-10-22 17:59:06	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			25				Argentina	AR	Salta	AR-A	Anta	AR-A-AN					RN Pizarro: Sendero supervivientes del Monte Chaqueño, 380 m	L10063926	P	-24.1720000	-64.0060000	2019-10-19	14:00:00	obsr521859	S60844763	Traveling	P22	EBIRD	240	5.000		3	1	G4605362	0	1	0		Ana Laura Sureda, Javier Cardozo, Niels Kaare Krabbe		
URN:CornellLabOfOrnithology:EBIRD:OBS823201282	2021-03-30 13:13:40.141233	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Salta	AR-A	Anta	AR-A-AN					Laguna de Klaus	L10102753	P	-25.0022265	-64.5212628	2019-11-01	16:40:00	obsr924388	S61100745	Traveling	P22	EBIRD_ARG	35	0.730		4	1	G4632004	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS823241247	2021-03-30 13:13:40.141233	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Salta	AR-A	Anta	AR-A-AN					Laguna de Klaus	L10102753	P	-25.0022265	-64.5212628	2019-11-01	16:40:00	obsr968089	S61103451	Traveling	P22	EBIRD_ARG	35	0.730		4	1	G4632004	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS823187069	2021-03-30 13:13:40.141233	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Salta	AR-A	Anta	AR-A-AN					Laguna de Klaus	L10102753	P	-25.0022265	-64.5212628	2019-11-01	16:40:00	obsr786429	S61099743	Traveling	P22	EBIRD_ARG	35	0.730		4	1	G4632004	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS835271692	2019-12-07 18:01:41	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Salta	AR-A	Anta	AR-A-AN					(-25,1116,-64,0944) jvgonzalez	L10249769	P	-25.1115770	-64.0944270	2019-12-02	12:02:00	obsr428007	S62088128	Stationary	P21	EBIRD	29			2	1	G4724933	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS835271721	2019-12-07 18:01:41	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Salta	AR-A	Anta	AR-A-AN					(-25,1116,-64,0944) jvgonzalez	L10249769	P	-25.1115770	-64.0944270	2019-12-02	12:02:00	obsr243813	S62088129	Stationary	P21	EBIRD	29			2	1	G4724933	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1000447598	2020-10-21 22:33:48	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Salta	AR-A	Anta	AR-A-AN					Libano, Anta	L12541618	P	-25.1111379	-64.7212146	2020-10-17	17:00:00	obsr1935363	S75200557	Stationary	P21	EBIRD	60			1	1	G5824835	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS999482139	2020-10-20 13:47:19	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Salta	AR-A	Anta	AR-A-AN					Libano, Anta	L12541618	P	-25.1111379	-64.7212146	2020-10-17	17:00:00	obsr1335755	S75116345	Stationary	P21	EBIRD	60			1	1	G5824835	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1032340977	2021-03-31 05:45:27.022989	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Salta	AR-A	Anta	AR-A-AN					General Pizarro, Intendencia RN Pizarro	L12986023	P	-24.2264294	-63.9836302	2020-12-09	08:00:00	obsr1169563	S77729725	Traveling	P22	EBIRD	40	0.400		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1085907345	2021-03-03 08:50:52.377991	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Salta	AR-A	Anta	AR-A-AN					Gral Pizarro - LasTortugas	L13891337	P	-24.2363564	-64.0273476	2021-02-24	17:30:00	obsr217001	S82623101	Traveling	P22	EBIRD_ARG	30	3.000		2	1	G6357229	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1085898194	2021-03-03 09:02:01.820925	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Salta	AR-A	Anta	AR-A-AN					Gral Pizarro - LasTortugas	L13891337	P	-24.2363564	-64.0273476	2021-02-24	17:30:00	obsr496887	S82622311	Traveling	P22	EBIRD_ARG	30	3.000		2	1	G6357229	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS464529600	2020-07-23 08:00:19	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Salta	AR-A	Cerrillos	AR-A-CE					Ruta 21 La Merced	L5420857	P	-25.0287360	-65.4508781	2017-02-09	08:30:00	obsr342375	S34270273	Traveling	P22	EBIRD	105	10.000		4	1		1	1	0		Back road from La Merced to Ruta 68. Guided trip with Clark Expedicions.		
URN:CornellLabOfOrnithology:EBIRD:OBS694272376	2021-03-30 13:13:40.141233	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			X				Argentina	AR	Salta	AR-A	Cerrillos	AR-A-CE					El Ceibalito	L8376173	P	-24.9608309	-65.3692935	2019-01-05	07:00:00	obsr946604	S51354332	Traveling	P22	EBIRD	300	20.000		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS694862925	2021-03-31 05:45:27.022989	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			X				Argentina	AR	Salta	AR-A	Cerrillos	AR-A-CE					Ruta Provincial 39, Salta, AR (-24.883, -65.366)	L8384223	P	-24.8834623	-65.3664766	2019-01-05	07:07:00	obsr968089	S51400940	Traveling	P22	EBIRD	347	46.180		3	1		0	1	0			en cercanías del río.. 	
URN:CornellLabOfOrnithology:EBIRD:OBS999541332	2021-03-30 13:13:40.141233	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			4				Argentina	AR	Salta	AR-A	Cerrillos	AR-A-CE					Sanchas, San Simón	L12398979	P	-25.0887857	-65.3429162	2020-10-17	07:00:00	obsr1169563	S75121305	Traveling	P22	EBIRD_ARG	220	3.200		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS999547948	2021-03-30 13:13:40.141233	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Salta	AR-A	Cerrillos	AR-A-CE					Río Arias, Angosto de Las Tienditas	L12399104	P	-25.0623639	-65.3864109	2020-10-17	11:00:00	obsr1169563	S75121817	Traveling	P22	EBIRD_ARG	180	2.800		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1017186807	2021-03-31 05:45:27.022989	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Salta	AR-A	Cerrillos	AR-A-CE					Laguna Capiasú	L12460353	P	-24.9480087	-65.4015814	2020-11-22	07:00:00	obsr1169563	S76648836	Traveling	P22	EBIRD_ARG	180	2.000		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1032304430	2021-03-30 13:13:40.141233	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			4				Argentina	AR	Salta	AR-A	Cerrillos	AR-A-CE					Meandros del Río Arias	L12985252	P	-24.9576819	-65.3806804	2020-12-15	06:00:00	obsr1169563	S77726703	Traveling	P22	EBIRD	150	2.500		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1032314897	2021-03-30 13:13:40.141233	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			12				Argentina	AR	Salta	AR-A	Cerrillos	AR-A-CE					Laguna Capiasú	L12460353	P	-24.9480087	-65.4015814	2020-12-16	06:00:00	obsr1169563	S77727477	Traveling	P22	EBIRD	150	2.500		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1058593089	2021-01-24 12:14:13.444273	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Salta	AR-A	Cerrillos	AR-A-CE					Río Arias frente a San Agustín	L12353874	P	-25.0196291	-65.3958567	2021-01-23	15:20:00	obsr1169563	S79821669	Traveling	P22	EBIRD_ARG	50	0.700		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1052077219	2021-03-31 05:45:27.022989	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Salta	AR-A	Cerrillos	AR-A-CE					Río Arias al Sur de Paso Sarmiento	L13278928	P	-24.9870251	-65.3916882	2021-01-15	07:00:00	obsr1169563	S79279150	Traveling	P22	EBIRD	200	3.400		1	1		0	1	0		nublado		
URN:CornellLabOfOrnithology:EBIRD:OBS1056090832	2021-03-31 05:45:27.022989	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			6				Argentina	AR	Salta	AR-A	Cerrillos	AR-A-CE					Laguna Capiasú	L12460353	P	-24.9480087	-65.4015814	2021-01-20	07:00:00	obsr1169563	S79615340	Traveling	P22	EBIRD	120	2.700		1	1		0	1	0		Laguna con mucha agua, desbordando		
URN:CornellLabOfOrnithology:EBIRD:OBS1058602944	2021-01-24 12:44:46.843713	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			4				Argentina	AR	Salta	AR-A	Cerrillos	AR-A-CE					Río Arias, Angosto de Las Tienditas	L12399104	P	-25.0623639	-65.3864109	2021-01-23	11:30:00	obsr1169563	S79823342	Traveling	P22	EBIRD_ARG	150	2.400		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1058670606	2021-01-24 17:19:32.49718	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Salta	AR-A	Cerrillos	AR-A-CE					Sanchas, San Simón	L12398979	P	-25.0887857	-65.3429162	2021-01-23	07:00:00	obsr1169563	S79831501	Traveling	P22	EBIRD_ARG	240	1.900		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1056099870	2021-03-31 05:45:27.022989	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Salta	AR-A	Cerrillos	AR-A-CE					Represa Cantera Cerrillos	L13340712	P	-24.9022511	-65.4766833	2021-01-20	09:30:00	obsr1169563	S79616447	Traveling	P22	EBIRD	30	0.400		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1078729466	2021-03-30 13:13:40.141233	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			4				Argentina	AR	Salta	AR-A	Cerrillos	AR-A-CE					Laguna Capiasú	L12460353	P	-24.9480087	-65.4015814	2021-02-12	18:00:00	obsr1169563	S81999427	Traveling	P22	EBIRD	60	1.000		1	1		0	1	0		Conteo Falaropos y Aves Playeras; Censo Neotropical de Aves Acuáticas Febrero 2021. Muy nublado		
URN:CornellLabOfOrnithology:EBIRD:OBS381213549	2018-09-27 18:41:18	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Salta	AR-A	Chicoana	AR-A-CH					Rt 68 - traveling	L4380706	P	-25.1626331	-65.4926991	2015-11-21	07:10:00	obsr93553	S28152863	Traveling	P22	EBIRD	540	24.140		12	1	G1664203	0	1	0		on WINGS tour.		
URN:CornellLabOfOrnithology:EBIRD:OBS386550990	2018-09-27 18:41:18	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Salta	AR-A	Chicoana	AR-A-CH					Rt 68 - traveling	L4380706	P	-25.1626331	-65.4926991	2015-11-21	07:10:00	obsr34763	S28605914	Traveling	P22	EBIRD	540	24.140		12	1	G1664203	0	1	0		on WINGS tour.		
URN:CornellLabOfOrnithology:EBIRD:OBS385997688	2018-09-27 18:41:18	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Salta	AR-A	Chicoana	AR-A-CH					Rt 68 - traveling	L4380706	P	-25.1626331	-65.4926991	2015-11-21	07:10:00	obsr359676	S28564543	Traveling	P22	EBIRD	540	24.140		12	1	G1664203	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS439073516	2019-04-28 06:57:25	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			X				Argentina	AR	Salta	AR-A	Chicoana	AR-A-CH					Quebrada de Escoipe	L3921970	H	-25.1542350	-65.6868782	2016-10-16	07:30:00	obsr553295	S32271427	Historical	P62	EBIRD	120	3.000		3	1		0	1	0		yungas del principio		
URN:CornellLabOfOrnithology:EBIRD:OBS871774535	2020-04-16 18:20:29	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Salta	AR-A	Chicoana	AR-A-CH					Quebrada de Escoipe	L3921970	H	-25.1542350	-65.6868782	2020-01-14	06:30:00	obsr553295	S65255189	Traveling	P22	EBIRD	60	5.000		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1008333946	2020-11-21 09:20:41.687811	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Salta	AR-A	Chicoana	AR-A-CH					Ruta Provincial 21, Salta, AR (-25.076, -65.402)	L12668080	P	-25.0764879	-65.4017551	2020-11-04	13:06:00	obsr927098	S75929338	Traveling	P22	EBIRD	84	3.950		2	1	G5882369	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1007744152	2020-11-21 09:20:41.693757	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Salta	AR-A	Chicoana	AR-A-CH					Ruta Provincial 21, Salta, AR (-25.076, -65.402)	L12668080	P	-25.0764879	-65.4017551	2020-11-04	13:06:00	obsr924388	S75878320	Traveling	P22	EBIRD	84	3.950		2	1	G5882369	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1057353141	2021-01-22 19:34:36.52087	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Salta	AR-A	Chicoana	AR-A-CH					Ruta Provincial 62, Salta, AR (-25.109, -65.406)	L12756282	P	-25.1093409	-65.4060155	2020-11-19	09:32:00	obsr816684	S79720989	Traveling	P22	EBIRD	154	5.820		4	1	G5920127	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1013929574	2020-11-20 06:12:09.711182	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Salta	AR-A	Chicoana	AR-A-CH					Ruta Provincial 62, Salta, AR (-25.109, -65.406)	L12756282	P	-25.1093409	-65.4060155	2020-11-19	09:32:00	obsr924388	S76415875	Traveling	P22	EBIRD	154	5.820		4	1	G5920127	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1014063554	2020-11-20 06:12:09.711182	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Salta	AR-A	Chicoana	AR-A-CH					Ruta Provincial 62, Salta, AR (-25.109, -65.406)	L12756282	P	-25.1093409	-65.4060155	2020-11-19	09:32:00	obsr968089	S76425765	Traveling	P22	EBIRD	154	5.820		4	1	G5920127	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1014269561	2021-04-08 10:09:32.209889	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Salta	AR-A	Chicoana	AR-A-CH					Ruta Provincial 62, Salta, AR (-25.093, -65.436)	L12756274	P	-25.0930527	-65.4360415	2020-11-19	07:34:00	obsr927098	S76437287	Traveling	P22	EBIRD	116	5.730		4	1	G5920117	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1013931333	2021-04-08 10:09:32.209889	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Salta	AR-A	Chicoana	AR-A-CH					Ruta Provincial 62, Salta, AR (-25.093, -65.436)	L12756274	P	-25.0930527	-65.4360415	2020-11-19	07:34:00	obsr924388	S76415823	Traveling	P22	EBIRD	116	5.730		4	1	G5920117	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1014056421	2021-04-08 10:09:32.209889	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Salta	AR-A	Chicoana	AR-A-CH					Ruta Provincial 62, Salta, AR (-25.093, -65.436)	L12756274	P	-25.0930527	-65.4360415	2020-11-19	07:34:00	obsr968089	S76425516	Traveling	P22	EBIRD	116	5.730		4	1	G5920117	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1014269737	2020-11-20 08:22:04.342551	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Salta	AR-A	Chicoana	AR-A-CH					Ruta Provincial 62, Salta, AR (-25.109, -65.406)	L12756282	P	-25.1093409	-65.4060155	2020-11-19	09:32:00	obsr927098	S76437293	Traveling	P22	EBIRD	154	5.820		4	1	G5920127	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1057353230	2021-04-08 10:09:32.209889	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Salta	AR-A	Chicoana	AR-A-CH					Ruta Provincial 62, Salta, AR (-25.093, -65.436)	L12756274	P	-25.0930527	-65.4360415	2020-11-19	07:34:00	obsr816684	S79720991	Traveling	P22	EBIRD	116	5.730		4	1	G5920117	1	1	0				
