GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS840987316	2021-03-31 05:42:37.681186	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Ceibas--camino Arroyo Ñancay (AICA ER07)	L2762850	H	-33.4412719	-58.6992323	2019-12-22	12:50:00	obsr453744	S62534467	Traveling	P22	EBIRD	77	10.400		4	1	G4777021	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS855656319	2020-12-23 13:54:29.631867	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Rio de las Aves	L3947663	H	-33.4069274	-58.7186193	2020-01-25	06:02:00	obsr115431	S63751557	Stationary	P21	EBIRD_PNW	60			3	1	G4908305	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS857419447	2020-12-23 13:54:29.631867	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Rio de las Aves	L3947663	H	-33.4069274	-58.7186193	2020-01-28	06:00:00	obsr426825	S63892518	Stationary	P21	EBIRD_PNW	60			2	1	G4921479	0	1	0		Conteo desde la torre del jacuzzi		
URN:CornellLabOfOrnithology:EBIRD:OBS853274498	2021-03-25 04:12:00.946958	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Ceibas--camino Arroyo Ñancay (AICA ER07)	L2762850	H	-33.4412719	-58.6992323	2020-01-19	10:30:00	obsr168285	S63550048	Traveling	P22	EBIRD	120	8.000		3	1	G4887349	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS855542554	2020-12-23 13:54:29.631867	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Rio de las Aves	L3947663	H	-33.4069274	-58.7186193	2020-01-24	19:51:00	obsr115431	S63743186	Traveling	P22	EBIRD_PNW	34	0.370		3	1	G4908303	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS854853181	2020-12-23 13:54:29.631867	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Rio de las Aves	L3947663	H	-33.4069274	-58.7186193	2020-01-22	18:37:00	obsr115431	S63683522	Traveling	P22	EBIRD_PNW	50	0.322		3	1	G4899967	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS855967183	2020-12-23 13:54:29.631867	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Rio de las Aves	L3947663	H	-33.4069274	-58.7186193	2020-01-25	06:02:00	obsr436064	S63777473	Stationary	P21	EBIRD_PNW	60			3	1	G4908305	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS855966911	2020-12-23 13:54:29.631867	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Rio de las Aves	L3947663	H	-33.4069274	-58.7186193	2020-01-24	19:51:00	obsr436064	S63777448	Traveling	P22	EBIRD_PNW	34	0.370		3	1	G4908303	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS857001583	2021-01-25 08:30:16.117905	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Ceibas--camino Cuatro Hermanas (AICA ER07)	L2762853	H	-33.3792569	-58.7691924	2020-01-26	07:30:00	obsr420155	S63858483	Traveling	P22	EBIRD	210	8.000		3	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS853273393	2021-03-25 04:12:00.946958	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Ceibas--camino Cuatro Hermanas (AICA ER07)	L2762853	H	-33.3792569	-58.7691924	2020-01-19	06:00:00	obsr168285	S63549965	Traveling	P22	EBIRD	200	8.000		2	1	G4887342	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS853246821	2021-03-25 04:12:00.946958	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Ceibas--camino Arroyo Ñancay (AICA ER07)	L2762850	H	-33.4412719	-58.6992323	2020-01-19	10:30:00	obsr420155	S63547829	Traveling	P22	EBIRD	120	8.000		3	1	G4887349	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS855045997	2020-12-23 13:54:29.631867	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Rio de las Aves	L3947663	H	-33.4069274	-58.7186193	2020-01-22	18:37:00	obsr436064	S63700677	Traveling	P22	EBIRD_PNW	50	0.322		3	1	G4899967	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS853257207	2021-03-25 04:12:00.946958	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Ceibas--camino Cuatro Hermanas (AICA ER07)	L2762853	H	-33.3792569	-58.7691924	2020-01-19	06:00:00	obsr420155	S63548679	Traveling	P22	EBIRD	200	8.000		2	1	G4887342	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS857487533	2020-12-23 13:54:29.631867	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Rio de las Aves	L3947663	H	-33.4069274	-58.7186193	2020-01-28	06:00:00	obsr1417098	S63898276	Stationary	P21	EBIRD_PNW	60			2	1	G4921479	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS865182533	2020-12-23 13:53:56.687954	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			X				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Perdices (AICA ER02)	L2098900	H	-33.2978211	-58.7111092	2020-02-15	16:00:00	obsr217001	S64559222	Traveling	P22	EBIRD_ARG	90	2.000		4	1	G4983505	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS865451583	2020-12-23 13:53:56.687954	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			X				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Perdices (AICA ER02)	L2098900	H	-33.2978211	-58.7111092	2020-02-15	16:00:00	obsr429465	S64583428	Traveling	P22	EBIRD_ARG	90	2.000		4	1	G4983505	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS872477746	2021-03-31 05:42:37.681186	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					La Madrina	L10878853	P	-32.9996214	-58.7547178	2020-02-28	12:30:00	obsr420155	S65311096	Traveling	P22	EBIRD	180	3.000		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS859134497	2021-03-31 05:42:37.681186	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Aldea San Antonio	L10668945	P	-32.6165500	-58.7047010	2020-02-01	18:27:00	obsr627464	S64040220	Traveling	P22	EBIRD_ARG	96	8.980		2	1		0	1	0		Recorrido en bicicleta. Con Delfina Ackermann		
URN:CornellLabOfOrnithology:EBIRD:OBS865217328	2020-12-23 13:53:56.687954	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			X				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Perdices (AICA ER02)	L2098900	H	-33.2978211	-58.7111092	2020-02-15	16:00:00	obsr430982	S64562357	Traveling	P22	EBIRD_ARG	90	2.000		4	1	G4983505	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS865045080	2021-03-25 04:12:00.946958	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			X				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Ceibas y Perdices	L10770402	P	-33.3843991	-58.7308483	2020-02-15	08:00:00	obsr503384	S64548876	Traveling	P22	EBIRD_ARG	480	20.000		4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS995552951	2020-12-23 13:53:55.054828	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Acampe Estancia La Cabaña	L12491967	P	-32.6844542	-59.1168470	2020-10-11	17:08:00	obsr1083791	S74795688	Traveling	P22	EBIRD	37	2.000		1	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1035905728	2021-03-18 13:43:48.404775	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Ceibas--camino Arroyo Ñancay (AICA ER07)	L2762850	H	-33.4412719	-58.6992323	2020-12-05	12:10:00	obsr769869	S77982327	Traveling	P22	EBIRD	240	8.000		21	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1036543160	2020-12-26 19:20:23.602215	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Ceibasd, Entre Ríos, AR (-33,316, -58,894)	L12875910	P	-33.3155456	-58.8943202	2020-12-05	15:17:00	obsr1108514	S78032854	Traveling	P22	EBIRD	68	2.040		2	1	G5973075	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1030461684	2021-03-18 13:43:48.404775	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Ceibas--camino Arroyo Ñancay (AICA ER07)	L2762850	H	-33.4412719	-58.6992323	2020-12-05	12:10:00	obsr308886	S77596595	Traveling	P22	EBIRD	240	8.000		21	1	G6013662	0	1	0		Grupo Buenos Aires Bird CLub		
URN:CornellLabOfOrnithology:EBIRD:OBS1030635869	2021-03-18 13:43:48.404775	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Ceibas--camino Arroyo Ñancay (AICA ER07)	L2762850	H	-33.4412719	-58.6992323	2020-12-05	12:10:00	obsr426825	S77610162	Traveling	P22	EBIRD	240	8.000		21	1	G6013662	0	1	0		Grupo Buenos Aires Bird CLub		
URN:CornellLabOfOrnithology:EBIRD:OBS1023497227	2020-12-26 17:37:52.914534	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Ceibasd, Entre Ríos, AR (-33,316, -58,894)	L12875910	P	-33.3155456	-58.8943202	2020-12-05	15:17:00	obsr1108963	S77101402	Traveling	P22	EBIRD	68	2.040		2	1	G5973075	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1048981003	2021-03-25 04:12:00.946958	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Ea. La Joaquina	L13207212	P	-33.2950672	-58.5459461	2021-01-08	15:30:00	obsr609654	S79044067	Traveling	P22	EBIRD_ARG	180	5.000		3	1	G6127859	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1047312816	2021-03-25 04:12:00.946958	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Ea. La Joaquina	L13207212	P	-33.2950672	-58.5459461	2021-01-08	15:30:00	obsr1483970	S78904389	Traveling	P22	EBIRD_ARG	180	5.000		3	1	G6127859	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1047292460	2021-03-25 04:12:00.946958	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Ea. La Joaquina	L13207212	P	-33.2950672	-58.5459461	2021-01-08	15:30:00	obsr421164	S78903458	Traveling	P22	EBIRD_ARG	180	5.000		3	1	G6127859	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1071678912	2021-02-14 10:47:23.981441	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Parque Unzué--Gualeguaychú	L13558337	P	-33.0094243	-58.4955835	2021-02-11	11:11:00	obsr429311	S81036054	Traveling	P22	EBIRD	29	0.940		3	1	G6278278	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1070212909	2021-02-14 10:47:23.981441	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Parque Unzué--Gualeguaychú	L13558337	P	-33.0094243	-58.4955835	2021-02-11	11:11:00	obsr919707	S80803432	Traveling	P22	EBIRD	29	0.940		3	1	G6278278	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1071986367	2021-03-20 20:32:18.059823	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Reserva El Potrero (AICA ER03)	L4606265	H	-33.0657230	-58.2696094	2021-02-12	08:19:00	obsr919707	S81073074	Traveling	P22	EBIRD	67	5.030		1	1	G6280122	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1069687917	2021-03-31 05:42:37.681186	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Circuito  Ladislaos	L13549415	P	-33.1325108	-58.5381479	2021-02-10	07:53:00	obsr429311	S80756648	Traveling	P22	EBIRD	268	27.210		3	1	G6269523	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1069690539	2021-03-31 05:42:37.681186	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Circuito  Ladislaos	L13549415	P	-33.1325108	-58.5381479	2021-02-10	07:53:00	obsr919707	S80756487	Traveling	P22	EBIRD	268	27.210		3	1	G6269523	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1071906848	2021-02-14 10:47:23.981441	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Parque Unzué--Gualeguaychú	L13558337	P	-33.0094243	-58.4955835	2021-02-11	11:11:00	obsr887784	S81056731	Traveling	P22	EBIRD	29	0.940		3	1	G6278278	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1072028035	2021-03-20 20:32:18.059823	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Reserva El Potrero (AICA ER03)	L4606265	H	-33.0657230	-58.2696094	2021-02-12	08:19:00	obsr429311	S81082051	Traveling	P22	EBIRD	67	5.030		1	1	G6280122	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1072216639	2021-03-20 20:32:18.059823	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Reserva El Potrero (AICA ER03)	L4606265	H	-33.0657230	-58.2696094	2021-02-12	08:19:00	obsr887784	S81127854	Traveling	P22	EBIRD	67	5.030		1	1	G6280122	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1069977601	2021-03-31 05:42:37.681186	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Entre Ríos	AR-E	Gualeguaychú	AR-E-GC					Circuito  Ladislaos	L13549415	P	-33.1325108	-58.5381479	2021-02-10	07:53:00	obsr887784	S80784694	Traveling	P22	EBIRD	268	27.210		3	1	G6269523	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS566222366	2021-03-25 04:12:00.946958	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguay	AR-E-GG					(-33.1801,-59.3456)	L6564778	P	-33.1801480	-59.3455780	2017-12-14	08:23:00	obsr307958	S41811783	Traveling	P22	EBIRD	200	7.500		11	1	G2856942	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS557235335	2021-03-25 04:12:00.946958	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguay	AR-E-GG					(-33.1801,-59.3456)	L6564778	P	-33.1801480	-59.3455780	2017-12-14	08:23:00	obsr307968	S41097287	Traveling	P22	EBIRD	200	7.500		11	1	G2856942	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS715635501	2021-03-25 04:12:00.946958	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Entre Ríos	AR-E	Gualeguay	AR-E-GG					AR-Entre Ríos-Gualeguay (-33.1808,-59.3459)	L8698915	P	-33.1807580	-59.3458810	2019-02-25	07:45:00	obsr131135	S53145136	Traveling	P22	EBIRD	300	8.047		2	1	G3894670	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS715636455	2021-03-25 04:12:00.946958	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Entre Ríos	AR-E	Gualeguay	AR-E-GG					AR-Entre Ríos-Gualeguay (-33.1808,-59.3459)	L8698915	P	-33.1807580	-59.3458810	2019-02-25	07:45:00	obsr599381	S53145227	Traveling	P22	EBIRD	300	8.047		2	1	G3894670	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS856618117	2021-03-25 04:12:00.946958	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Entre Ríos	AR-E	Gualeguay	AR-E-GG					AR-Entre Ríos-Gualeguay (-33.1808,-59.3459)	L8698915	P	-33.1807580	-59.3458810	2019-02-25	07:45:00	obsr1098760	S63828050	Traveling	P22	EBIRD	300	8.047		2	1	G3894670	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1114362444	2021-04-06 22:19:20.008924	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Entre Ríos	AR-E	Gualeguay	AR-E-GG					AR-Entre Ríos-Gualeguay (-33.1808,-59.3459)	L8698915	P	-33.1807580	-59.3458810	2019-02-25	07:45:00	obsr1900809	S85004435	Traveling	P22	EBIRD	300	8.047		2	1	G3894670	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS818826629	2021-03-18 13:43:48.404775	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguay	AR-E-GG					19 oct. 2019 06:07-32,844, -59,864	L10048473	P	-32.8440618	-59.8637150	2019-10-19	06:31:00	obsr431150	S60783951	Traveling	P22	EBIRD	108	26.870		4	1	G4599673	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS819015275	2021-03-18 13:43:48.404775	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguay	AR-E-GG					19 oct. 2019 06:07-32,844, -59,864	L10048473	P	-32.8440618	-59.8637150	2019-10-19	06:31:00	obsr550332	S60796234	Traveling	P22	EBIRD	108	26.870		4	1	G4599673	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS818091548	2021-03-18 13:43:48.404775	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguay	AR-E-GG					19 oct. 2019 06:07-32,844, -59,864	L10048473	P	-32.8440618	-59.8637150	2019-10-19	06:31:00	obsr176749	S60736631	Traveling	P22	EBIRD	108	26.870		4	1	G4599673	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS818958547	2021-03-18 13:43:48.404775	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguay	AR-E-GG					19 oct. 2019 06:07-32,844, -59,864	L10048473	P	-32.8440618	-59.8637150	2019-10-19	06:31:00	obsr947652	S60792634	Traveling	P22	EBIRD	108	26.870		4	1	G4599673	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS870360449	2020-12-23 13:53:09.845988	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguay	AR-E-GG					Blvr Vasallo, Entre Ríos, AR (-33.207, -59.357)	L10850431	P	-33.2070857	-59.3566371	2020-02-25	07:29:00	obsr609654	S65053882	Traveling	P22	EBIRD	149	1.230		4	1	G5027493	0	1	0		During Birding Buenos Aires tour		
URN:CornellLabOfOrnithology:EBIRD:OBS871117379	2020-12-23 13:53:09.845988	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguay	AR-E-GG					Blvr Vasallo, Entre Ríos, AR (-33.207, -59.357)	L10850431	P	-33.2070857	-59.3566371	2020-02-25	07:29:00	obsr1279054	S65177185	Traveling	P22	EBIRD	149	1.230		4	1	G5027493	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS858951008	2021-03-25 04:12:00.946958	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguay	AR-E-GG					Gualeguay	L3307743	H	-33.1589993	-59.3144131	2020-02-01	08:06:00	obsr1483970	S64025962	Traveling	P22	EBIRD	240	25.000		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS871118918	2020-12-23 13:53:09.845988	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguay	AR-E-GG					Blvr Vasallo, Entre Ríos, AR (-33.207, -59.357)	L10850431	P	-33.2070857	-59.3566371	2020-02-25	07:29:00	obsr1483970	S65177306	Traveling	P22	EBIRD	149	1.230		4	1	G5027493	0	1	0		During Birding Buenos Aires tour		
URN:CornellLabOfOrnithology:EBIRD:OBS859268029	2021-03-31 05:42:37.681186	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Entre Ríos	AR-E	Gualeguay	AR-E-GG					Gualeguay	L3307743	H	-33.1589993	-59.3144131	2020-02-01	08:00:00	obsr1483970	S64051345	Traveling	P22	EBIRD	300	20.000		3	1	G4936042	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS988996518	2020-12-23 13:53:09.845988	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Entre Ríos	AR-E	Gualeguay	AR-E-GG					Blvr Vasallo, Entre Ríos, AR (-33.207, -59.357)	L10850431	P	-33.2070857	-59.3566371	2020-02-25	07:29:00	obsr1900809	S74253628	Traveling	P22	EBIRD	149	1.230		4	1	G5027493	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS859218278	2021-03-31 05:42:37.681186	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Entre Ríos	AR-E	Gualeguay	AR-E-GG					Gualeguay	L3307743	H	-33.1589993	-59.3144131	2020-02-01	08:00:00	obsr451707	S64047202	Traveling	P22	EBIRD	300	20.000		3	1	G4936042	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS859083340	2021-03-31 05:42:37.681186	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Entre Ríos	AR-E	Gualeguay	AR-E-GG					Gualeguay	L3307743	H	-33.1589993	-59.3144131	2020-02-01	08:00:00	obsr421164	S64036517	Traveling	P22	EBIRD	300	20.000		3	1	G4936042	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS900066011	2020-12-23 13:55:44.422534	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			X				Argentina	AR	Entre Ríos	AR-E	Islas del Ibicuy	AR-E-II					Ceibas--Terraplén (AICA ER07)	L2762863	H	-33.4983288	-58.7476489	1991-11-16	08:30:00	obsr648080	S67611104	Traveling	P22	EBIRD_ARG	660	12.000		10	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS261175316	2021-03-31 05:42:37.681186	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			X				Argentina	AR	Entre Ríos	AR-E	Islas del Ibicuy	AR-E-II					Ceibas	L2411908	P	-33.4955453	-58.7944508	1995-12-09	07:00:00	obsr423266	S18900705	Traveling	P22	EBIRD_ARG	900	5.000		2	1	G941631	0	1	0		Con Silvia Vitale. En el campo de los hnos. Mario y Vicente Blasich.		
URN:CornellLabOfOrnithology:EBIRD:OBS261201543	2021-03-31 05:42:37.681186	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			X				Argentina	AR	Entre Ríos	AR-E	Islas del Ibicuy	AR-E-II					Ceibas	L2411908	P	-33.4955453	-58.7944508	1995-12-09	07:00:00	obsr426915	S18902783	Traveling	P22	EBIRD_ARG	900	5.000		2	1	G941631	0	1	0		Con Silvia Vitale. En el campo de los hnos. Mario y Vicente Blasich.		
URN:CornellLabOfOrnithology:EBIRD:OBS370605045	2020-12-23 13:56:47.351202	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Entre Ríos	AR-E	Islas del Ibicuy	AR-E-II					Ceibas	L844920	P	-33.4984608	-58.7883568	2000-11-26		obsr351820	S27277637	Historical	P62	EBIRD					1		0	1	0				
